Model,Approach,Natural Language,Atomic Proposition,Ground Truth,Generated Response,LLM Response,Standard LTL,Standardized LTL,standard_ltl,LTL Formula
gemini-1.5-pro,zero_shot,It is always the case that x1 happens immediately before x2.,"x1 : x1 , x2 : x2",G(x1 -> X(x2)),"```python
formulaToFind = Always(LImplies(x1, Next(x2)))
```","formulaToFind = Always(LImplies(x1, Next(x2)))","formulaToFind = Always(LImplies(x1, Next(x2)))","ERROR: invalid syntax (<unknown>, line 1)",G((x1 -> X(x2))),Error: Could not extract formula from response
gemini-1.5-pro,zero_shot,If x1 is true in the next step then x1 will always eventually be true.,x1 : x1,G(X(x1) & G(F(x1))),"```python
formulaToFind = LImplies(Next(AtomicProposition(""x1"")), Always(Eventually(AtomicProposition(""x1""))))
```","formulaToFind = LImplies(Next(AtomicProposition(""x1"")), Always(Eventually(AtomicProposition(""x1""))))","formulaToFind = LImplies(Next(AtomicProposition(""x1"")), Always(Eventually(AtomicProposition(""x1""))))","ERROR: invalid syntax (<unknown>, line 1)","(X(AtomicProposition(""x1"")) -> G(F(AtomicProposition(""x1""))))",(X(x1) -> G(F(x1)))
gemini-1.5-pro,zero_shot,Either for every 5th time step x1 and x2 is true or for every 3rd time step x3 is true.,"x1 : x1 , x2 : x2 , x3 : x3",X(X(X(X(X(x1 & x2))))) | X(X(X(x3))),"```python
formulaToFind = LOr(LAnd(Always(LImplies(LEquiv(Literal(""True""),LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))),Next(Next(Next(Next(Next(Literal(""True""))))))),LAnd(Always(LImplies(LEquiv(Literal(""True""),AtomicProposition(""x3"")),Next(Next(Next(Literal(""True""))))))
```","formulaToFind = LOr(LAnd(Always(LImplies(LEquiv(Literal(""True""),LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))),Next(Next(Next(Next(Next(Literal(""True""))))))),LAnd(Always(LImplies(LEquiv(Literal(""True""),AtomicProposition(""x3"")),Next(Next(Next(Literal(""True""))))))","formulaToFind = LOr(LAnd(Always(LImplies(LEquiv(Literal(""True""),LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))),Next(Next(Next(Next(Next(Literal(""True""))))))),LAnd(Always(LImplies(LEquiv(Literal(""True""),AtomicProposition(""x3"")),Next(Next(Next(Literal(""True""))))))","ERROR: invalid syntax (<unknown>, line 1)","|(&(G^(LEquiv(Literal(""True""),LAnd(AtomicProposition(""x1""),AtomicProposition(""x2""))) -> X(X(X(X(X(Literal(""True"")))))))(&(G((LEquiv(Literal(""True""),AtomicProposition(""x3"")) -> Next(Next(Next(Literal(""True""))))))",Error: Could not extract formula from response
gemini-1.5-pro,zero_shot,It always holds that x1 is true until x2 is false and x3 is true,"x1 : x1 , x2 : x2 , x3 : x3",x1 U (!x2 & x3),"```python
formulaToFind = Always(Until(AtomicProposition(""x1""), LAnd(LNot(AtomicProposition(""x2"")), AtomicProposition(""x3""))))
```","formulaToFind = Always(Until(AtomicProposition(""x1""), LAnd(LNot(AtomicProposition(""x2"")), AtomicProposition(""x3""))))","formulaToFind = Always(Until(AtomicProposition(""x1""), LAnd(LNot(AtomicProposition(""x2"")), AtomicProposition(""x3""))))","ERROR: invalid syntax (<unknown>, line 1)","G((AtomicProposition(""x1"") U (!(AtomicProposition(""x2"")) & AtomicProposition(""x3""))))",G((x1 U (!(x2) & x3)))
gemini-1.5-pro,zero_shot,x1 is always true until both x2 and x3 once to be true.,"x1 : x1 , x2 : x2 , x3 : x3",x1 U (x2 & x3),"```python
formulaToFind = Until(AtomicProposition(""x1""), LAnd(Once(AtomicProposition(""x2"")), Once(AtomicProposition(""x3""))))
```","formulaToFind = Until(AtomicProposition(""x1""), LAnd(Once(AtomicProposition(""x2"")), Once(AtomicProposition(""x3""))))","formulaToFind = Until(AtomicProposition(""x1""), LAnd(Once(AtomicProposition(""x2"")), Once(AtomicProposition(""x3""))))","ERROR: invalid syntax (<unknown>, line 1)","(AtomicProposition(""x1"") U (O(AtomicProposition(""x2"")) & O(AtomicProposition(""x3""))))",(x1 U (O(x2) & O(x3)))
gemini-1.5-pro,zero_shot,x1 is only true when x2 in the next next state is not true.,"x1 : x1 , x2 : x2",G(x1 ->X(X(!x2))),"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), LNot(Next(Next(AtomicProposition(""x2""))))))
```","formulaToFind = Always(LImplies(AtomicProposition(""x1""), LNot(Next(Next(AtomicProposition(""x2""))))))","formulaToFind = Always(LImplies(AtomicProposition(""x1""), LNot(Next(Next(AtomicProposition(""x2""))))))","ERROR: invalid syntax (<unknown>, line 1)","G((AtomicProposition(""x1"") -> !(X(X(AtomicProposition(""x2""))))))",G((x1 -> !(X(X(x2)))))
gemini-1.5-pro,zero_shot,"when x1 is true, x2 will eventually (but not immediately) be true","x1 : x1 , x2 : x2",x1 -> F(x2),"```python
formulaToFind = LImplies(AtomicProposition(""x1""), Eventually(LAnd(LNot(Next(AtomicProposition(""x2""))), Next(Next(Eventually(AtomicProposition(""x2"")))))))
```","formulaToFind = LImplies(AtomicProposition(""x1""), Eventually(LAnd(LNot(Next(AtomicProposition(""x2""))), Next(Next(Eventually(AtomicProposition(""x2"")))))))","formulaToFind = LImplies(AtomicProposition(""x1""), Eventually(LAnd(LNot(Next(AtomicProposition(""x2""))), Next(Next(Eventually(AtomicProposition(""x2"")))))))","ERROR: invalid syntax (<unknown>, line 1)","(AtomicProposition(""x1"") -> F((!(X(AtomicProposition(""x2""))) & X(X(F(AtomicProposition(""x2"")))))))",(x1 -> F((!(X(x2)) & X(X(F(x2))))))
gemini-1.5-pro,zero_shot,"It's always true that if x1 is true that in the previous state x1 is false, and that x1 was true 2 states ago",x1 : x1,G(x1 -> (X(!x1) & X(X(x1)))),"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), LAnd(LNot(Yesterday(AtomicProposition(""x1""))), Yesterday(Yesterday(AtomicProposition(""x1""))))))
```","formulaToFind = Always(LImplies(AtomicProposition(""x1""), LAnd(LNot(Yesterday(AtomicProposition(""x1""))), Yesterday(Yesterday(AtomicProposition(""x1""))))))","formulaToFind = Always(LImplies(AtomicProposition(""x1""), LAnd(LNot(Yesterday(AtomicProposition(""x1""))), Yesterday(Yesterday(AtomicProposition(""x1""))))))","ERROR: invalid syntax (<unknown>, line 1)","G((AtomicProposition(""x1"") -> (!(Y(AtomicProposition(""x1""))) & Y(Y(AtomicProposition(""x1""))))))",G((x1 -> (!(Y(x1)) & Y(Y(x1)))))
gemini-1.5-pro,zero_shot,"At any point, exactly 2 of x1, x2, and x3 have the same truth value, and the variables that have the same truth value switch at each step.","x1 : x1 , x2 : x2 , x3 : x3","G!(x1 & x2 & x3 ) & 
G!(!x1 & !x2 & !x3 ) &
G((x1 & x2 & !x3 )| (x1 & !x2 & x3 )| (!x1 & x2 & x3 )| (!x1 & !x2 & x3 )| (!x1 & x2 & !x3 )| (x1 & !x2 & !x3 )) & 
G((x1 & x2 & !x3 )->X((!x1 & x2 & x3 )| (x1 & !x2 & x3 ))) &G((x1 & !x2 & x3 )->X((!x1 & x2 & x3 )| (x1 & x2 & !x3 ))) &
G((!x1 & x2 & x3 )->X((x1 & !x2 & x3 )| (!x1 & !x2 & x3 ))) &
G((!x1 & x2 & !x3 )->X((x1 & !x2 & x3 )| (x1 & x2 & !x3 ))) & 
G((x1 & !x2 & !x3 )->X((x1 & x2 & !x3 )| (!x1 & x2 & x3 )))","```python
formulaToFind = Always(LOr(LAnd(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2"")), LNot(LEquiv(AtomicProposition(""x2""), AtomicProposition(""x3"")))), LAnd(LEquiv(AtomicProposition(""x2""), AtomicProposition(""x3"")), LNot(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x3"")))), LAnd(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x3"")), LNot(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2""))))))
```","formulaToFind = Always(LOr(LAnd(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2"")), LNot(LEquiv(AtomicProposition(""x2""), AtomicProposition(""x3"")))), LAnd(LEquiv(AtomicProposition(""x2""), AtomicProposition(""x3"")), LNot(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x3"")))), LAnd(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x3"")), LNot(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2""))))))","formulaToFind = Always(LOr(LAnd(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2"")), LNot(LEquiv(AtomicProposition(""x2""), AtomicProposition(""x3"")))), LAnd(LEquiv(AtomicProposition(""x2""), AtomicProposition(""x3"")), LNot(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x3"")))), LAnd(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x3"")), LNot(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2""))))))","ERROR: invalid syntax (<unknown>, line 1)","G(|((LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2"")) & !(LEquiv(AtomicProposition(""x2""), AtomicProposition(""x3"")))), (LEquiv(AtomicProposition(""x2""), AtomicProposition(""x3"")) & !(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x3"")))), (LEquiv(AtomicProposition(""x1""), AtomicProposition(""x3"")) & !(LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2""))))))",Error: Could not extract formula from response
gemini-1.5-pro,zero_shot,x3 is true if and only if x1 and x2 are true in the previous state and x1 and x2 are eventually true.,"x1 : x1 , x2 : x2 , x3 : x3",G (x3 <-> (X(x1 & x2) & F(x1 & x2))),"```python
formulaToFind = LEquiv(AtomicProposition(""x3""), LAnd(Yesterday(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))), Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))))
```","formulaToFind = LEquiv(AtomicProposition(""x3""), LAnd(Yesterday(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))), Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))))","formulaToFind = LEquiv(AtomicProposition(""x3""), LAnd(Yesterday(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))), Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))))","ERROR: invalid syntax (<unknown>, line 1)","LEquiv(AtomicProposition(""x3""), LAnd(Yesterday(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))), Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))))",(x3 <-> (Y((x1 & x2)) & F((x1 & x2))))
gemini-1.5-pro,zero_shot,x1 is sometimes true until x2 is true and must be false after (x1),"x1 : x1 , x2 : x2",(x1 U x2) & G(x2 -> F (!x1)),"```python
formulaToFind = Until(AtomicProposition(""x1""), LAnd(AtomicProposition(""x2""), Always(LNot(AtomicProposition(""x1"")))))
```","formulaToFind = Until(AtomicProposition(""x1""), LAnd(AtomicProposition(""x2""), Always(LNot(AtomicProposition(""x1"")))))","formulaToFind = Until(AtomicProposition(""x1""), LAnd(AtomicProposition(""x2""), Always(LNot(AtomicProposition(""x1"")))))","ERROR: invalid syntax (<unknown>, line 1)","(AtomicProposition(""x1"") U (AtomicProposition(""x2"") & G(!(AtomicProposition(""x1"")))))",(x1 U (x2 & G(!(x1))))
gemini-1.5-pro,zero_shot,"It always holds that after x1 is true, x2 will be true. x3 will not be true until both x1 and x2 are true.","x1 : x1 , x2 : x2 , x3 : x3",G(x1 ->F(x2)) & G(!x3 U (x1 & x2)),"```python
formulaToFind = LAnd(Always(LImplies(x1, Eventually(x2))), Until(LNot(x3), LAnd(x1, x2)))
```","formulaToFind = LAnd(Always(LImplies(x1, Eventually(x2))), Until(LNot(x3), LAnd(x1, x2)))","formulaToFind = LAnd(Always(LImplies(x1, Eventually(x2))), Until(LNot(x3), LAnd(x1, x2)))","ERROR: invalid syntax (<unknown>, line 1)",(G((x1 -> F(x2))) & (!(x3) U (x1 & x2))),Error: Could not extract formula from response
gemini-1.5-pro,zero_shot,"if (x1 and x2) is eventually true, then x1 is false until it is true. Otherwise, if x2 is eventually true, then x1 is also eventually true.","x1 : x1 , x2 : x2",F(x1 & x2) -> (!x1 U x1) & F(x2)->F(x1),"```python
formulaToFind = LImplies(Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))), Until(LNot(AtomicProposition(""x1"")), AtomicProposition(""x1"")))
```","formulaToFind = LImplies(Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))), Until(LNot(AtomicProposition(""x1"")), AtomicProposition(""x1"")))","formulaToFind = LImplies(Eventually(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))), Until(LNot(AtomicProposition(""x1"")), AtomicProposition(""x1"")))","ERROR: invalid syntax (<unknown>, line 1)","(F((AtomicProposition(""x1"") & AtomicProposition(""x2""))) -> (!(AtomicProposition(""x1"")) U AtomicProposition(""x1"")))",(F((x1 & x2)) -> (!(x1) U x1))
gemini-1.5-pro,zero_shot,"Given states x1, x2, and x3: always transitioning in a cycle (ex. x1 -> x2 -> x3 -> x1 ...)","x1 : x1 , x2 : x2 , x3 : x3",G(x1->X(x2)) & G(x2->X(x3)) & G(x3->X(x1)),"```python
formulaToFind = Always(LOr(LAnd(AtomicProposition(""x1""), Next(AtomicProposition(""x2""))), LOr(LAnd(AtomicProposition(""x2""), Next(AtomicProposition(""x3""))), LAnd(AtomicProposition(""x3""), Next(AtomicProposition(""x1""))))))
```","formulaToFind = Always(LOr(LAnd(AtomicProposition(""x1""), Next(AtomicProposition(""x2""))), LOr(LAnd(AtomicProposition(""x2""), Next(AtomicProposition(""x3""))), LAnd(AtomicProposition(""x3""), Next(AtomicProposition(""x1""))))))","formulaToFind = Always(LOr(LAnd(AtomicProposition(""x1""), Next(AtomicProposition(""x2""))), LOr(LAnd(AtomicProposition(""x2""), Next(AtomicProposition(""x3""))), LAnd(AtomicProposition(""x3""), Next(AtomicProposition(""x1""))))))","ERROR: invalid syntax (<unknown>, line 1)","G(((AtomicProposition(""x1"") & X(AtomicProposition(""x2""))) | ((AtomicProposition(""x2"") & X(AtomicProposition(""x3""))) | (AtomicProposition(""x3"") & X(AtomicProposition(""x1""))))))",G(((x1 & X(x2)) | ((x2 & X(x3)) | (x3 & X(x1)))))
gemini-1.5-pro,zero_shot,"If we know that x1 will eventually be true, then we know that x2 will be true until x1 is true. Otherwise, all we know is that x3 is true.","x1 : x1 , x2 : x2 , x3 : x3",F(x1)->(x2 U x1) & G(x3),"```python
formulaToFind = LImplies(Eventually(AtomicProposition(""x1"")), LOr(Until(AtomicProposition(""x2""), AtomicProposition(""x1"")), Always(AtomicProposition(""x3""))))
```","formulaToFind = LImplies(Eventually(AtomicProposition(""x1"")), LOr(Until(AtomicProposition(""x2""), AtomicProposition(""x1"")), Always(AtomicProposition(""x3""))))","formulaToFind = LImplies(Eventually(AtomicProposition(""x1"")), LOr(Until(AtomicProposition(""x2""), AtomicProposition(""x1"")), Always(AtomicProposition(""x3""))))","ERROR: invalid syntax (<unknown>, line 1)","(F(AtomicProposition(""x1"")) -> ((AtomicProposition(""x2"") U AtomicProposition(""x1"")) | G(AtomicProposition(""x3""))))",(F(x1) -> ((x2 U x1) | G(x3)))
gemini-1.5-pro,zero_shot,"When x1 is true, then x3 will become true eventually after x2 is true","x1 : x1 , x2 : x2 , x3 : x3",G(x1->F(x3 & F(x2))),"```python
formulaToFind = LImplies(AtomicProposition(""x1""), Eventually(Until(AtomicProposition(""x2""),AtomicProposition(""x3""))))
```","formulaToFind = LImplies(AtomicProposition(""x1""), Eventually(Until(AtomicProposition(""x2""),AtomicProposition(""x3""))))","formulaToFind = LImplies(AtomicProposition(""x1""), Eventually(Until(AtomicProposition(""x2""),AtomicProposition(""x3""))))","ERROR: invalid syntax (<unknown>, line 1)","(AtomicProposition(""x1"") -> F((AtomicProposition(""x2"") U AtomicProposition(""x3""))))",(x1 -> F((x2 U x3)))
gemini-1.5-pro,zero_shot,It always holds that x2 is false if x1 is true and x2 is true if x1 is false in the next state,"x1 : x1 , x2 : x2",G((x1->!x2) & X(!x1->X(x2))),"```python
formulaToFind = Always(LImplies(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")), LNot(Next(AtomicProposition(""x2""))))) 
```","formulaToFind = Always(LImplies(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")), LNot(Next(AtomicProposition(""x2"")))))","formulaToFind = Always(LImplies(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")), LNot(Next(AtomicProposition(""x2"")))))","ERROR: invalid syntax (<unknown>, line 1)","G(((AtomicProposition(""x1"") & AtomicProposition(""x2"")) -> !(X(AtomicProposition(""x2"")))))",G(((x1 & x2) -> !(X(x2))))
gemini-1.5-pro,zero_shot,"If any of x1, x2, x3 is true, x4 will be true at some point of time and stay true thereafter","x1 : x1 , x2 : x2 , x3 : x3, x4 : x4",x1 & x2 & x3 -> X(G(x4)),"```python
formulaToFind = LImplies(LOr(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), AtomicProposition(""x3"")), Eventually(Always(AtomicProposition(""x4""))))
```","formulaToFind = LImplies(LOr(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), AtomicProposition(""x3"")), Eventually(Always(AtomicProposition(""x4""))))","formulaToFind = LImplies(LOr(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), AtomicProposition(""x3"")), Eventually(Always(AtomicProposition(""x4""))))","ERROR: invalid syntax (<unknown>, line 1)","(((AtomicProposition(""x1"") | AtomicProposition(""x2"")) | AtomicProposition(""x3"")) -> F(G(AtomicProposition(""x4""))))",(((x1 | x2) | x3) -> F(G(x4)))
gemini-1.5-pro,zero_shot,"When x1, it cannot become x2 immediately or become x3 in less than 3 steps.","x1 : x1 , x2 : x2 , x3 : x3",G(x1->(X(!x2) & X(x3) & X(X(!x3)))),"```python
formulaToFind = LImplies(AtomicProposition(""x1""), LAnd(LNot(Next(AtomicProposition(""x2""))), LNot(Until(Literal(""True""), Next(Next(Next(AtomicProposition(""x3""))))))))
```","formulaToFind = LImplies(AtomicProposition(""x1""), LAnd(LNot(Next(AtomicProposition(""x2""))), LNot(Until(Literal(""True""), Next(Next(Next(AtomicProposition(""x3""))))))))","formulaToFind = LImplies(AtomicProposition(""x1""), LAnd(LNot(Next(AtomicProposition(""x2""))), LNot(Until(Literal(""True""), Next(Next(Next(AtomicProposition(""x3""))))))))","ERROR: invalid syntax (<unknown>, line 1)","(AtomicProposition(""x1"") -> (!(X(AtomicProposition(""x2""))) & !((Literal(""True"") U X(X(X(AtomicProposition(""x3""))))))))",(x1 -> (!(X(x2)) & !((True U X(X(X(x3)))))))
gemini-1.5-pro,zero_shot,x1 repeated flips truth values (goes from true to false and back again forever),x1 : x1,G((x1 U !x1) & (!x1 U x1)),"```python
formulaToFind = Always(LOr(LAnd(x1, Next(LNot(x1))), LAnd(LNot(x1), Next(x1))))
```","formulaToFind = Always(LOr(LAnd(x1, Next(LNot(x1))), LAnd(LNot(x1), Next(x1))))","formulaToFind = Always(LOr(LAnd(x1, Next(LNot(x1))), LAnd(LNot(x1), Next(x1))))","ERROR: invalid syntax (<unknown>, line 1)",G(((x1 & X(!(x1))) | (!(x1) & X(x1)))),Error: Could not extract formula from response
gemini-1.5-pro,zero_shot,"if x1 is never true, then x2 and x3 will always alternate which is true, with only one being true at a time.","x1 : x1 , x2 : x2 , x3 : x3",G(!x1) -> ((x2 -> X(!x2 & x3)) & (x3 ->X(!x3 & x2))),"```python
formulaToFind = LImplies(LNot(Eventually(AtomicProposition(""x1""))), Always(LEquiv(LAnd(LOr(AtomicProposition(""x2""), AtomicProposition(""x3"")), LNot(LAnd(AtomicProposition(""x2""), AtomicProposition(""x3"")))), Next(LOr(LAnd(AtomicProposition(""x2""), LNot(AtomicProposition(""x3""))), LAnd(LNot(AtomicProposition(""x2"")), AtomicProposition(""x3"")))))))
```","formulaToFind = LImplies(LNot(Eventually(AtomicProposition(""x1""))), Always(LEquiv(LAnd(LOr(AtomicProposition(""x2""), AtomicProposition(""x3"")), LNot(LAnd(AtomicProposition(""x2""), AtomicProposition(""x3"")))), Next(LOr(LAnd(AtomicProposition(""x2""), LNot(AtomicProposition(""x3""))), LAnd(LNot(AtomicProposition(""x2"")), AtomicProposition(""x3"")))))))","formulaToFind = LImplies(LNot(Eventually(AtomicProposition(""x1""))), Always(LEquiv(LAnd(LOr(AtomicProposition(""x2""), AtomicProposition(""x3"")), LNot(LAnd(AtomicProposition(""x2""), AtomicProposition(""x3"")))), Next(LOr(LAnd(AtomicProposition(""x2""), LNot(AtomicProposition(""x3""))), LAnd(LNot(AtomicProposition(""x2"")), AtomicProposition(""x3"")))))))","ERROR: invalid syntax (<unknown>, line 1)","(!(F(AtomicProposition(""x1""))) -> G(LEquiv(LAnd(LOr(AtomicProposition(""x2""), AtomicProposition(""x3"")), LNot(LAnd(AtomicProposition(""x2""), AtomicProposition(""x3"")))), Next(LOr(LAnd(AtomicProposition(""x2""), LNot(AtomicProposition(""x3""))), LAnd(LNot(AtomicProposition(""x2"")), AtomicProposition(""x3"")))))))",(!(F(x1)) -> G((((x2 | x3) & !((x2 & x3))) <-> X(((x2 & !(x3)) | (!(x2) & x3))))))
