Model,Approach,Natural Language,Atomic Proposition,Ground Truth,Initial Response,Refined Response,Estimated Cost
gemini-1.5-pro,zero_shot,x2 was never true or x2 was true since x1 was true.,"x1: x1, x2: x2",H(!x2 | (x2 S x1)),"```python
formulaToFind = LOr(LNot(Once(AtomicProposition(""x2""))), Since(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",,7873
gemini-1.5-pro,zero_shot,Jack got 50 in his midterm exam but he didn't want to fail that course and Jack had 100 in his final.,"“Jack got 50 in hwas midterm exam” : x1, “Jack had 100 in hwas final”: x2",O(x1) & H(!x2) & O(x2),"```python
formulaToFind = LAnd(x1, x2)
```",,7897
gemini-1.5-pro,zero_shot,x1 and x2 will previously become true at the same time.,"x1: x1, x2: x2",O(x1 & x2),"```python
formulaToFind = Once(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",,7840
gemini-1.5-pro,zero_shot,"Whenever the Red light was on, it turns off in the previous state and on again in the state before that.","""Red light"" : x1",H(x1 -> (Y(!x1) & Y(Y(x1)))),"```python
formulaToFind = Historically(LImplies(x1, LAnd(Yesterday(LNot(x1)), Yesterday(Yesterday(x1)))))
```",,7910
gemini-1.5-pro,zero_shot,"The Red light was on in exactly one state, but not necessarily the first state.","""Red light"" : x1",O(x1) & H(!x1 S x1) & H(!x1),"```python
formulaToFind = LEquiv(Once(x1), LNot(Historically(LNot(x1))))
```",,7852
gemini-1.5-pro,zero_shot,The Red light cannot stay lit for three states in a row.,"""Red light"" : x1",H(!(x1 & Y(x1) & Y(Y(x1)))),"```python
formulaToFind = LNot(Historically(LAnd(Yesterday(x1), LAnd(x1, Yesterday(Yesterday(x1))))))
```",,7858
gemini-1.5-pro,zero_shot,"Whenever the Red light was on, the Blue light will turn on at some point.","""Red light"" : x1, ""Blue"": x2",H(x1 -> O(x2)),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""x1""), Once(AtomicProposition(""x2""))))
```",,7890
gemini-1.5-pro,zero_shot,"The Red light was lit for a finite number of steps, and then never again becomes lit.","""Red light"" : x1",O(x1) & H(!x1),"```python
formulaToFind = LAnd(Once(x1), Historically(LNot(x1)))
```",,7850
gemini-1.5-pro,zero_shot,"Once the pump has been turned on, an initial pressure reading will be taken and dwasplayed, and before that the dwasplayed value for the pressure will be updated every 2 seconds.","""Pump on"" : x1, ""initial pressure reading"" : x2, ""update pressure reading"" : x3",H(x1 -> O(x2)) & H(x2 -> Y(Y(x2))),"```python
formulaToFind = Once(LAnd(x1, LAnd(x2, Historically(LImplies(LNot(x2), Yesterday(Yesterday(x3)))))))
```
",,8053
gemini-1.5-pro,zero_shot,Move to the Red room.,"""Red room"" : x1",O(x1),"```python
formulaToFind = AtomicProposition(""x1"")
```",,7770
gemini-1.5-pro,zero_shot,Go through the blue room to the green room.,"""blue room"" : x1, ""green room"" : x2",O(x1 & O(x2)),"```python
formulaToFind = Once(LAnd(AtomicProposition(""x1""), Yesterday(AtomicProposition(""x2""))))
```
",,7861
gemini-1.5-pro,zero_shot,Go to the blue room but avoid the Red room.,"""blue room"" : x1, ""red room"" : x2",O(x1 & H(!x2)),"```python
formulaToFind = LAnd(Once(AtomicProposition(""x1"")), LNot(Once(AtomicProposition(""x2""))))
```
",,7860
gemini-1.5-pro,zero_shot,Go through Red or yellow to get to green.,"""Red room"" : x1, ""yellow room"" : x2, ""green room"" : x3",O((x1 | x2) & O(x3)),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""x3""), Once(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")))))
```",,7914
gemini-1.5-pro,zero_shot,Find the science library.,"""science library"" : x1",O(x1),"```python
formulaToFind = AtomicProposition(""x1"")
```",,7781
gemini-1.5-pro,zero_shot,Go to FedEx office and then go to CVS.,"""fedex office"" : x1, ""cvs"" : x2",O(x1 & O(x2)),"```python
formulaToFind = Once(LAnd(AtomicProposition(""x1""), Yesterday(AtomicProposition(""x2""))))
```",,7851
gemini-1.5-pro,zero_shot,Stay away from Main St and find Chipotle.,"""main st"" : x1, ""chipotle"" : x2",H(!x1) & O(x2),"```python
formulaToFind = Once(LAnd(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2"")))
```
",,7850
gemini-1.5-pro,zero_shot,Stay on Main St and find the bookstore.,"""bookstore"" : x1 , ""main st"" : x2",H(x1) & O(x2),"```python
formulaToFind = Historically(LAnd(AtomicProposition(""x2""), Once(AtomicProposition(""x1""))))
```
",,7858
gemini-1.5-pro,zero_shot,"If b held, then in the previous step, c held since a held or historically c held.","a : a, b : b, c : c",H(b -> Y(c S a)),"```python
formulaToFind = LImplies(AtomicProposition(""b""), Yesterday(LOr(Since(AtomicProposition(""c""), AtomicProposition(""a"")), Historically(AtomicProposition(""c"")))))
```",,7952
gemini-1.5-pro,zero_shot,"If b held at some point, a has to held somewhere beforehand.","a : a, b : b",H(b -> O(a)),"```python
formulaToFind = LImplies(Once(AtomicProposition(""b"")), Once(AtomicProposition(""a"")))
```",,7851
gemini-1.5-pro,zero_shot,"One of the following apps held at all instances: a, b, c.","a : a, b : b, c : c",H(a | b | c),"```python
formulaToFind = Historically(LOr(LOr(AtomicProposition(""a""), AtomicProposition(""b"")), AtomicProposition(""c"")))
```",,7881
gemini-1.5-pro,zero_shot,Every a was previously followed by an e.,"a : a, e : e",H(a -> O(e)),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""a""), Once(AtomicProposition(""e""))))
```",,7839
gemini-1.5-pro,zero_shot,It was never the case that a and b held at the same time.,"a : a, b : b",H(!(a & b)),"```python
formulaToFind = LNot(Once(LAnd(AtomicProposition(""a""), AtomicProposition(""b""))))
```
",,7845
gemini-1.5-pro,zero_shot,"Whenever a was enabled, b was enabled three steps later.","a : a, b : b",H(a -> Y(Y(Y(b)))),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""a""), Yesterday(Yesterday(Yesterday(AtomicProposition(""b""))))))
```",,7882
gemini-1.5-pro,zero_shot,"e must held everywhere since, from some point on, d held infinitely often in the past.","e : e, d : d",H(e S O(H(d))),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""d""), Since(Literal(""True""),AtomicProposition(""e""))))
```",,7902
gemini-1.5-pro,zero_shot,"Whenever a held, b held as well.","a : a, b : b",H(a -> b),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""a""), AtomicProposition(""b"")))
```",,7825
gemini-1.5-pro,zero_shot,Both a and b held in every time step.,"a : a, b : b",H(a & b),"```python
formulaToFind = Historically(LAnd(AtomicProposition(""a""), AtomicProposition(""b"")))
```
",,7827
gemini-1.5-pro,zero_shot,"a held historically, and whenever b held, c does not held.","a : a, b : b, c : c",H(a) & H(b -> !c),"```python
formulaToFind = LAnd(Historically(AtomicProposition(""a"")), LImplies(AtomicProposition(""b""), LNot(AtomicProposition(""c""))))
```",,7894
gemini-1.5-pro,zero_shot,"If every a was previously followed by a b, then c needs to held infinitely often in the past in the past.","a : a, b : b, c : c",H(a -> O(b)) -> H(O(c)),"```python
formulaToFind = LImplies(LNot(Since(LNot(AtomicProposition(""b"")), AtomicProposition(""a""))), Historically(Once(AtomicProposition(""c""))))
```
",,7955
gemini-1.5-pro,zero_shot,"If a held infinitely often in the past, then b held infinitely often in the past as well.","a : a, b : b",H(O(a)) -> H(O(b)),"```python
formulaToFind = LImplies(Historically(LNot(LNot(AtomicProposition(""a"")))), Historically(LNot(LNot(AtomicProposition(""b"")))))
```",,7920
gemini-1.5-pro,zero_shot,Either a or b held infinitely often in the past.,"a : a, b : b",H(O(a)) | H(O(b)),"```python
formulaToFind = LOr(Historically(LNot(Yesterday(LNot(AtomicProposition(""a""))))), Historically(LNot(Yesterday(LNot(AtomicProposition(""b""))))))
```",,7896
gemini-1.5-pro,zero_shot,a never held from some point in time on.,a : a,O(H(!a)),"```python
formulaToFind = LNot(Once(LNot(AtomicProposition(""a""))))
```",,7796
gemini-1.5-pro,zero_shot,"Whenever a and b do not held, c held previously.","a : a, b : b, c : c",H(!a & !b -> O(c)),"```python
formulaToFind = Historically(LImplies(LAnd(LNot(AtomicProposition(""a"")), LNot(AtomicProposition(""b""))), Once(AtomicProposition(""c""))))
```
",,7897
gemini-1.5-pro,zero_shot,"a and b never occur at the same time, but one of them held in every time step.","a : a, b : b",H(!(a & b)) & H(a | b),"```python
formulaToFind = Historically(LAnd(LOr(AtomicProposition(""a""), AtomicProposition(""b"")), LNot(LAnd(AtomicProposition(""a""), AtomicProposition(""b"")))))
```",,7932
gemini-1.5-pro,zero_shot,"Whenever the inputs a and b are the same, the outputs c and d are the same.","a : a, b : b, c : c, d : d",H((a <-> b) -> (c <-> d)),"```python
formulaToFind = Historically(LImplies(LEquiv(AtomicProposition(""a""), AtomicProposition(""b"")), LEquiv(AtomicProposition(""c""), AtomicProposition(""d""))))
```
",,7947
gemini-1.5-pro,zero_shot,a can only happened if b happened before.,"a : a, b : b",H(a -> O(b)),"```python
formulaToFind = LImplies(AtomicProposition(""a""), Once(AtomicProposition(""b"")))
```",,7826
gemini-1.5-pro,zero_shot,"Once a happened, b will not happen again.","a : a, b : b",H(a -> H(!b)),"```python
formulaToFind = LImplies(Once(AtomicProposition(""a"")), Historically(LNot(AtomicProposition(""b""))))
```",,7846
gemini-1.5-pro,zero_shot,a and b will not occur at the same time.,"a : a, b : b",H(!(a & b)),"```python
formulaToFind = LHistorically(LNot(LAnd(AtomicProposition(""a""), AtomicProposition(""b""))))
```",,7836
gemini-1.5-pro,zero_shot,"Whenever a held and b held in the previous step, then c held one step before b.","a : a, b : b, c : c",H(a & Y(b) -> Y(Y(c))),"```python
formulaToFind = LImplies(LAnd(AtomicProposition(""a""), Yesterday(AtomicProposition(""b""))), Yesterday(Yesterday(AtomicProposition(""c""))))
```
",,7929
gemini-1.5-pro,zero_shot,"Whenever a held, b held previously from the previous step on.","a : a, b : b",H(a -> O(Y(b))),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""a""), Yesterday(Historically(AtomicProposition(""b"")))))
```",,7879
gemini-1.5-pro,zero_shot,a held in every fifth step.,a : a,H(Y(Y(Y(Y(Y(a)))))),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""a""), Yesterday(Yesterday(Yesterday(Yesterday(AtomicProposition(""a"")))))))
```",,7857
gemini-1.5-pro,zero_shot,"Whenever a held, b must held in the previous two steps.","a : a, b : b",H(a -> (Y(b) & Y(Y(b)))),"```python
formulaToFind = LHistorically(LImplies(AtomicProposition(""a""), LAnd(Yesterday(AtomicProposition(""b"")), Yesterday(Yesterday(AtomicProposition(""b""))))))
```
",,7913
gemini-1.5-pro,zero_shot,"If a held, b would have previously held in the past","a : a, b : b",H(a -> O(b)),"```python
formulaToFind = LImplies(AtomicProposition(""a""), Once(AtomicProposition(""b"")))
```",,7836
gemini-1.5-pro,zero_shot,"a must historically held, but if it exceeds, it allows two timestamps to recover.",a : a,H(a) & H(!a -> (Y(!a) & Y(Y(!a)))),"```python
formulaToFind = Historically(AtomicProposition(""a""))
```",,7833
gemini-1.5-pro,zero_shot,a can only held every three timestamps.,a : a,a & H(a -> (Y(!a) & Y(Y(!a))) & Y(Y(Y(a))))),"```python
formulaToFind = Historically(LImplies(a, LAnd(Yesterday(LNot(a)), Yesterday(Yesterday(LNot(a))))))
```
",,7838
gemini-1.5-pro,zero_shot,Every a was followed by a b.,"a : a, b : b",H(a -> O(b)),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""a""), Once(AtomicProposition(""b""))))
```
",,7828
gemini-1.5-pro,zero_shot,"Previously, a and b held.","a : a, b : b",O(a & b),"```python
formulaToFind = Once(LAnd(AtomicProposition(""a""), AtomicProposition(""b"")))
```",,7806
gemini-1.5-pro,zero_shot,Both a and b held previously.,"a : a, b : b",O(a) & O(b),"```python
formulaToFind = Yesterday(LAnd(AtomicProposition(""a""), AtomicProposition(""b"")))
```",,7815
gemini-1.5-pro,zero_shot,It was historically the case that a was the same as b in the previous step.,"a : a, b : b",H(a <-> Y(b)),"```python
formulaToFind = Historically(LEquiv(AtomicProposition(""a""), Yesterday(AtomicProposition(""b""))))
```
",,7878
gemini-1.5-pro,zero_shot,a held since b held or historically a held.,"a : a, b : b",H(a S b) | H(a),"```python
formulaToFind = LOr(Since(AtomicProposition(""a""), AtomicProposition(""b"")), Historically(AtomicProposition(""a"")))
```",,7862
gemini-1.5-pro,zero_shot,,,,"```python
formulaToFind = Literal(""True"")
```
",,7733
gemini-1.5-pro,zero_shot,,,,"```python
formulaToFind = Literal(""True"")
```
",,7733
gemini-1.5-pro,zero_shot,"Globally, if a held, then c was true since b.","a : a, b : b, c : c",H(a -> (c S b)),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""a""), Since(AtomicProposition(""c""), AtomicProposition(""b""))))
```",,7876
gemini-1.5-pro,zero_shot,"a and b never occur at the same time, but one of them held in every time step.","a : a, b : b",H(!(a & b)) & H(a | b),"```python
formulaToFind = Historically(LAnd(LOr(AtomicProposition(""a""), AtomicProposition(""b"")), LNot(LAnd(AtomicProposition(""a""), AtomicProposition(""b"")))))
```",,7932
gemini-1.5-pro,zero_shot,a can only happen if b happened before.,"a : a, b : b",H(a -> O(b)),"```python
formulaToFind = LImplies(AtomicProposition(""a""), Once(AtomicProposition(""b"")))
```
",,7825
gemini-1.5-pro,zero_shot,a held since b held or historically a held.,"a : a, b : b",H(a S b) | H(a),"```python
formulaToFind = LOr(Since(AtomicProposition(""a""), AtomicProposition(""b"")), Historically(AtomicProposition(""a"")))
```",,7862
gemini-1.5-pro,zero_shot,A user cannot join and leave in the same state.,"“join"" : x1, “leave” : x2",H(!(x1 & x2)),"```python
formulaToFind = LNot(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",,7843
gemini-1.5-pro,zero_shot,An object version cannot be added and removed in the same state.,"“add"" : x1, “remove” : x2",H(!(x1 & x2)),"```python
formulaToFind = LNot(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",,7860
gemini-1.5-pro,zero_shot,A subject cannot be created and simultaneously killed. Also the subject cannot perform read or update operations in the same state in which it was created ,"“create"" : x1, “kill"" : x2, “read"" : x3, “update"" : x4",H(!(x1 &  (x2 | x3 | x4))),"```python
formulaToFind = Historically(LNot(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))) and Historically(LNot(LAnd(AtomicProposition(""x1""), LOr(AtomicProposition(""x3""), AtomicProposition(""x4"")))))
```",,8103
gemini-1.5-pro,zero_shot,A version being updated to say v2 cannot be simultaneously read or further updated by any subject in the same state,"“update” : x1,”read” : x2",H(!(x1 &  (x2 | x1))),"```python
formulaToFind = LNot(LOr(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")), LAnd(AtomicProposition(""x1""), AtomicProposition(""x1""))))
```",,7972
gemini-1.5-pro,zero_shot,"If x1 was true, then previously x2 was true since x1 was false.","x1: x1, x2: x2",H(x1 -> O(x2 S !x1)),"```python
formulaToFind = LImplies(AtomicProposition(""x1""), Since(AtomicProposition(""x2""), LNot(AtomicProposition(""x1""))))
```
",,7885
gemini-1.5-pro,zero_shot,"If the state before the previous state before the previous state x1 was true, then previously x2 was false and x3 was true.","x1: x1, x2: x2, x3: x3",H(Y(Y(x1)) -> O(!x2 & x3)),"```python
formulaToFind = LImplies(Yesterday(Yesterday(Yesterday(AtomicProposition(""x1"")))), LAnd(LNot(Yesterday(AtomicProposition(""x2""))), Yesterday(AtomicProposition(""x3""))))
```",,8006
gemini-1.5-pro,zero_shot,"It was historically the case that x1 was true since x2 was true, and it was historically the case that x1 and x2 are false.","x1: x1, x2: x2",H(x1 S x2) & H(!x1 & !x2),"```python
formulaToFind = LAnd(Historically(Since(AtomicProposition(""x1""), AtomicProposition(""x2""))), Historically(LAnd(LNot(AtomicProposition(""x1"")), LNot(AtomicProposition(""x2"")))))
```",,8005
gemini-1.5-pro,zero_shot,It was historically the case that previously the state before the previous state before the previous state x1 was true.,x1: x1,H(O(Y(Y(x1)))),"```python
formulaToFind = Historically(Yesterday(Yesterday(Yesterday(AtomicProposition(""x1"")))))
```",,7906
gemini-1.5-pro,zero_shot,"It was historically the case that if x1 was true, then x2 was false, and if x2 was true, then x1 was false.","x1: x1, x2: x2",H((x1 -> !x2) & (x2 -> !x1)),"```python
formulaToFind = Historically(LAnd(LImplies(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))), LImplies(AtomicProposition(""x2""), LNot(AtomicProposition(""x1"")))))
```",,7982
gemini-1.5-pro,zero_shot,"It was historically the case that if the state before the previous state before the previous state x1 was true, then x2 was true.","x1: x1, x2: x2",H(Y(Y(x1)) -> x2),"```python
formulaToFind = Historically(LImplies(Yesterday(Yesterday(AtomicProposition(""x1""))), AtomicProposition(""x2"")))
```
",,7949
gemini-1.5-pro,zero_shot,"Previously, it was historically the case that x1 was previously true.",x1: x1,O(H(O(x1))),"```python
formulaToFind = Yesterday(Historically(Yesterday(AtomicProposition(""x1""))))
```",,7845
gemini-1.5-pro,zero_shot,"It was historically the case that if in the previous state x1 was false, then x1 was true.",x1: x1,H(Y(!x1) -> x1),"```python
formulaToFind = Historically(LImplies(Yesterday(LNot(AtomicProposition(""x1""))), AtomicProposition(""x1"")))
```",,7896
gemini-1.5-pro,zero_shot,"It was historically the case that if x1 was true, then x2 was false and x3 was false, and it was historically the case that if x2 or x3 was true, then x1 was false.","x1: x1, x2: x2, x3: x3",H((x1 -> (!x2 & !x3)) & ((x2 | x3) -> !x1)),"```python
formulaToFind = LAnd(Historically(LImplies(AtomicProposition(""x1""), LAnd(LNot(AtomicProposition(""x2"")), LNot(AtomicProposition(""x3""))))), Historically(LImplies(LOr(AtomicProposition(""x2""), AtomicProposition(""x3"")), LNot(AtomicProposition(""x1"")))))
```",,8128
gemini-1.5-pro,zero_shot,"It was historically the case that if x1 was true, then in the previous state x2 was true, and in the state before the previous state x3 was false.","x1: x1, x2: x2, x3: x3",H(x1 -> (Y(x2) & Y(Y(!x3)))),"```python
formulaToFind = Historically(LImplies(AtomicProposition(""x1""), LAnd(Yesterday(AtomicProposition(""x2"")), Yesterday(Yesterday(LNot(AtomicProposition(""x3"")))))))
```",,8021
gemini-1.5-pro,zero_shot,"It was historically the case that if previously x1 was true, then in the previous state x1 was false, and if x2 was true, then x2 was false.","x1: x1, x2: x2",H(O(x1) -> Y(!x1)) & H(x2 -> Y(!x2)),"```python
formulaToFind = Historically(LAnd(LImplies(Yesterday(AtomicProposition(""x1"")), LNot(Yesterday(AtomicProposition(""x1"")))), LImplies(Yesterday(AtomicProposition(""x2"")), LNot(Yesterday(AtomicProposition(""x2""))))))
```
",,8060
