Model,Approach,Natural Language,Atomic Proposition,Ground Truth,Generated Response,LLM Response
gemini-1.5-pro,zero_shot,Infinitely often send,"""Send occurs” : x1;",G(F(x1)),"```python
formulaToFind = Always(Eventually(AtomicProposition(""x1"")))
```",G(F(x1))
gemini-1.5-pro,zero_shot,"If input, then eventually output","""Input occurs” : x1 ; ""Output occurs” : x2",G(x1 -> F(x2)),"```python
formulaToFind = LImplies(AtomicProposition(""x1""), Eventually(AtomicProposition(""x2"")))
```",(x1 -> F(x2))
gemini-1.5-pro,zero_shot,The device is not working if you don’t first repair it,"""The device is working” : x1; ""The device is repaired” : x2",G (!x2 -> !x1),"```python
formulaToFind = LImplies(LNot(AtomicProposition(""x2"")), LNot(AtomicProposition(""x1"")))
```",(!(x2) -> !(x1))
gemini-1.5-pro,zero_shot,"If I am sleeping from now up until the time the alarm goes off and continue sleeping up until my doorbell rings, then I am sleeping from now up until the time my doorbell rings","“I am sleeping” : x1 ; ""The alarm goes off” : x2 ; ”The doorbell rings” : x3",((x1 U x2) & (x1 U x3)) -> (x1 U x3),"```python
formulaToFind = LImplies(LAnd(Until(AtomicProposition(""x1""), AtomicProposition(""x2"")), Until(AtomicProposition(""x1""), AtomicProposition(""x3""))), Until(AtomicProposition(""x1""), AtomicProposition(""x3"")))
```",(((x1 U x2) & (x1 U x3)) -> (x1 U x3))
gemini-1.5-pro,zero_shot,"If Oswald hadn't killed Kennedy, someone else would have.","""Oswald killed Kennedy” : x1 ; ""Someone else killed Kennedy” : x2",!x1 -> x2,"```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), Eventually(AtomicProposition(""x2"")))
```",(!(x1) -> F(x2))
gemini-1.5-pro,zero_shot,"I'll have a second cup, so I'll die before noon if I don't.","""I have a second cup” : x1 ; ""I die before noon” : x2",x1 -> (!x1 -> x2),"```python
formulaToFind = LImplies(AtomicProposition(""x1""), LOr(LNot(AtomicProposition(""x2"")), Eventually(AtomicProposition(""x2""))))
```",(x1 -> (!(x2) | F(x2)))
gemini-1.5-pro,zero_shot,Infinitely often send implies infinitely often recv.,"""Send occurs” : x1; ""Receive occurs” : x2",G(F(x1)) -> G(F(x2)),"```python
formulaToFind = LImplies(Always(Eventually(AtomicProposition(""x1""))), Always(Eventually(AtomicProposition(""x2""))))
```",(G(F(x1)) -> G(F(x2)))
gemini-1.5-pro,zero_shot,"I can't die before noon, for it's false that if I don't have a second cup I'll die before noon.","""I have a second cup” : x1 ; ""I die before noon” : x2",!x2 & !(!x1 -> x2),"```python
formulaToFind = LNot(LImplies(LNot(AtomicProposition(""x1"")), Eventually(AtomicProposition(""x2""))))
```",!((!(x1) -> F(x2)))
gemini-1.5-pro,zero_shot,"If Oswald didn't kill Kennedy, someone else did.","""Oswald killed Kennedy” : x1 ; ""Someone else killed Kennedy” : x2",!x1 -> x2,"```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))
```",(!(x1) -> x2)
gemini-1.5-pro,zero_shot,Only if Henry is home is Min home.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,Min is home only if Henry is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,If Min is home then Henry is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,Any time Min is home is a time Henry is home.,"""Min is home” : x1 ;  ""Henry is home” :  x2",G (x1 -> x2),"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",G((x1 -> x2))
gemini-1.5-pro,zero_shot,If Min is home now then Henry is home now.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,Henry is home if Min is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,"If Min is home, Henry is.","""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,"If Min works on board that leaky tub, she's underpaid.","""Min works on board that leaky tub” : x1 ; ”Min is underpaid” : x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,"Min's home if Henry is, but he isn't, so she isn't.","""Min is home” : x1 ;  ""Henry is home” :  x2",(x2 -> x1) & !x2 -> !x1,"```python
formulaToFind = LAnd(LImplies(AtomicProposition(""x2""), AtomicProposition(""x1"")), LAnd(LNot(AtomicProposition(""x2"")), LNot(AtomicProposition(""x1""))))
```",((x2 -> x1) & (!(x2) & !(x1)))
gemini-1.5-pro,zero_shot,"It's false that if Min is home, she's on board. Then if she's home, she's not on board.","""Min is home” : x1 ;  ""Min is on board” : x2",!(x1 -> x2) -> (x1 -> !x2),"```python
formulaToFind = LImplies(LNot(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))), LImplies(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))))
```",(!((x1 -> x2)) -> (x1 -> !(x2)))
gemini-1.5-pro,zero_shot,"It's false that if Min is home, she's on board, because if she's home, she's not on board.","""Min is home” : x1 ;  ""Min is on board” : x2",!(x1 -> x2) & (x1 -> !x2),"```python
formulaToFind = LNot(LImplies(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",!((x1 -> x2))
gemini-1.5-pro,zero_shot,Henry is home given that Min is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,Min is home given that Henry is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",x2 -> x1,"```python
formulaToFind = LImplies(AtomicProposition(""x2""), AtomicProposition(""x1""))
```",(x2 -> x1)
gemini-1.5-pro,zero_shot,"Look, we know that Min is on board if Henry is home. Then she has to be on board if she's home, because Henry's home if she is.","""Min is home” : x1 ;  ""Min is on board” : x2 ; ""Henry is home” : x3",(X3 -> x2) & (x1 -> x3) -> (x1 -> x2),"```python
formulaToFind = LImplies(LImplies(x3, x2), LImplies(x1, x2)) 
```",Error: Could not extract formula from response
gemini-1.5-pro,zero_shot,Either min is home or she and Hen are not both home ,"""Min is home” : x1 ;  ""Henry is home” :  x2",X1 | !(x1 & x2),"```python
formulaToFind = LOr(AtomicProposition(""x1""), LNot(LAnd(AtomicProposition(""x1""), AtomicProposition(""x2""))))
```",(x1 | !((x1 & x2)))
gemini-1.5-pro,zero_shot,Both Min and Henry are home given that at least one is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",(x1 ∨ x2) -> (x1 ∧ x2),"```python
formulaToFind = LImplies(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",((x1 | x2) -> (x1 & x2))
gemini-1.5-pro,zero_shot,Max is home if and only if Claire is at the library,"""Max is home” : x1; ""Claire is at the library” : x2",x1 <-> x2,"```python
formulaToFind = LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 <-> x2)
gemini-1.5-pro,zero_shot,Either min is home or she and Hen are both not home ,"""Min is home” : x1 ;  ""Henry is home” :  x2",X1 | (!x1 & !x2),"```python
formulaToFind = LOr(AtomicProposition(""x1""), LAnd(LNot(AtomicProposition(""x2"")), LNot(AtomicProposition(""x1""))))
```",(x1 | (!(x2) & !(x1)))
gemini-1.5-pro,zero_shot,Both Min and Henry are home given that exactly one is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",((x1 & !x2) | (!x1 & x2)) -> (x1 & x2),"```python
formulaToFind = LImplies(LOr(LAnd(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))), LAnd(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))), LAnd(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",(((x1 & !(x2)) | (!(x1) & x2)) -> (x1 & x2))
gemini-1.5-pro,zero_shot,Claire is at the library unless Max is home,"""Max is home” : x1; ""Claire is at the library” : x2",x2 <-> !x1,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,Exactly one in home given that at least one is.,"""Min is home” : x1 ;  ""Henry is home” :  x2",(x1 | x2) -> ((x1 & !x2) | (!x1 & x2)),"```python
formulaToFind = LImplies(LOr(LAnd(AtomicProposition(""x1""), LNot(AtomicProposition(""x2""))), LAnd(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))), LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")))
```",(((x1 & !(x2)) | (!(x1) & x2)) -> (x1 | x2))
gemini-1.5-pro,zero_shot,"Max fed Folly at 2:00 pm, but if he gave her to Claire then, Folly was not hungry five minutes later.","""Max fed Folly at 2:00 pm” :  x1 ; ""Max gave Folly to Claire” : x2 ; ""Folly was not hungry at 2:05 pm” : x3",x1 ∧ (x2 -> !x3),"```python
formulaToFind = LAnd(AtomicProposition(""x1""), LImplies(AtomicProposition(""x2""), Next(AtomicProposition(""x3""))))
```",(x1 & (x2 -> X(x3)))
gemini-1.5-pro,zero_shot,If Claire gave Folly to Max at 2:03 then Folly belonged to her at 2:00 and to him at 2:05.,"""Folly belonged to Claire at 2:00” :  x1 ; ""Claire gave Folly to Max at 2:03” : x2 ; ""Folly belonged to Max at 2:05” :  x3",x2 -> (x1 & x3),"```python
formulaToFind = LImplies(AtomicProposition(""x2""), LAnd(AtomicProposition(""x1""), Next(Next(Next(Next(Next(AtomicProposition(""x3"")))))))
```",Error: Could not extract formula from response
gemini-1.5-pro,zero_shot,"If neither Max nor Claire fed Folly at 2:00, then she was hungry.","""Max fed Folly at 2:00 pm” : x1 ; ""Claire fed Folly at 2:00 pm” : x2; ""Folly was hungry” : x3",(!x1 & !x2) -> x3,"```python
formulaToFind = LImplies(LAnd(LNot(AtomicProposition(""x1"")), LNot(AtomicProposition(""x2""))), AtomicProposition(""x3""))
```",((!(x1) & !(x2)) -> x3)
gemini-1.5-pro,zero_shot,Max is a student if and only if Claire is not.,"""Max is a student” : x1 ; ""Claire is a student” : x2",x1 <-> !x2,"```python
formulaToFind = LEquiv(AtomicProposition(""x1""), LNot(AtomicProposition(""x2"")))
```",(x1 <-> !(x2))
gemini-1.5-pro,zero_shot,Max was angry at 2:05 only if Claire fed either Folly or Scruffy five minutes before.,"""Max was angry at 2:05 pm” :  x1; “Claire fed Folly at 2:00 pm” : x2 ; ""Claire fed Scruffy at 2:00 pm” : x3",x1 -> (x2 | x3),"```python
formulaToFind = LImplies(AtomicProposition(""x1""), Yesterday(LOr(AtomicProposition(""x2""), AtomicProposition(""x3""))))
```",(x1 -> Y((x2 | x3)))
gemini-1.5-pro,zero_shot,France will sign the treaty only if Germany does.,"""France will sign the treaty” :  x1 ; ""Germany will sign the treaty” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,"If you scratch my back, I’ll scratch yours.","""You scratch my back” : x1 ; ""I'll scratch your back” :  x2",x1 -> x2,"```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Eventually(AtomicProposition(""x2""))))
```",G((x1 -> F(x2)))
gemini-1.5-pro,zero_shot,"If Abe can fool Stephen, surely he can fool Ulysses.","""Abe can fool Stephen” :  x1 ; ""Abe can fool Ulysses” :  x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,"If Tweedledee gets a party, so will Tweedledum, and vice versa.","""Tweedledee gets a party” :  x1 ; ""Tweedledum gets a party” :  x2",x1 <-> x2,"```python
formulaToFind = LEquiv(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 <-> x2)
gemini-1.5-pro,zero_shot,"If John and Mary went to the concert together, they must like each other","""John and Mary went to the concert together” : x1 ; ""John and Mary like each other” : x2",x1 -> x2,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,You can have dessert only if you eat all your lima beans,“Have dessert” : x1 ;  “Eat all Iima beans” : x2,x2 -> x1,"```python
formulaToFind = LImplies(AtomicProposition(""x1""), AtomicProposition(""x2""))
```",(x1 -> x2)
gemini-1.5-pro,zero_shot,"The unicorn, if it is not mythical, is a mammal, but if it is mythical, it is immortal.","""The unicorn is mythical” :  x1 ; ""The unicorn is a mammal” : x2 ; ""The unicorn is immortal” : x3",(!x1 -> x2) & (x1 -> x3),"```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), AtomicProposition(""x2""))
```",(!(x1) -> x2)
gemini-1.5-pro,zero_shot,"If the unicorn is either immortal or a mammal, it is horned.","""The unicorn is immortal” : x1 ; ""The unicorn is a mammal” :  x2 ; ""The unicorn is horned” : x3",(x1 | x2) -> x3,"```python
formulaToFind = LImplies(LOr(AtomicProposition(""x1""), AtomicProposition(""x2"")), AtomicProposition(""x3""))
```",((x1 | x2) -> x3)
gemini-1.5-pro,zero_shot,"The unicorn, if horned, is elusive and magical, but if not horned, it is neither.","""The unicorn is horned” : x1 ; ""The unicorn is a elusive” :  x2 ; ""The unicorn is magical” : x3",(x1 -> (x2 & x3)) & (!x1 -> !x2 & !x3),"```python
formulaToFind = LImplies(x1, LAnd(x2, x3))
```",Error: Could not extract formula from response
gemini-1.5-pro,zero_shot,"If the unicorn is not horned, it is not mythical.","""The unicorn is horned” : x1 ; ""The unicorn is a mythical” :  x2",!x1 -> !x2,"```python
formulaToFind = LImplies(LNot(AtomicProposition(""x1"")), LNot(AtomicProposition(""x2"")))
```",(!(x1) -> !(x2))
gemini-1.5-pro,zero_shot,The unicorn is horned if and only if magical or mythical.,"""The unicorn is horned” : x1 ; ""The unicorn is magical” : x2 ; ""The unicorn is a mythical” :  x3",x1 <-> (x2 | x3),"```python
formulaToFind = LEquiv(AtomicProposition(""x1""), LOr(AtomicProposition(""x2""), AtomicProposition(""x3"")))
```",(x1 <-> (x2 | x3))
gemini-1.5-pro,zero_shot,"It is not necessary—no, nor so much as convenient—that the legislative should be always in being; but absolutely necessary that the executive power should, because there is not always need of new laws to be made, but always need of execution of the laws that are made.","""The legislative power is in being (active)” : x1 ; ""The executive power is in being (active)” :  x2 ; ""There is a need for new laws to be made” : x3 ; ""There is a need for execution of existing laws” : x4",(!G x1) & (G x2) & (!G x3) ∧ (G x4),"```python
formulaToFind = LNot(LAnd(Always(AtomicProposition(""x1"")), Always(AtomicProposition(""x2""))))
```",!((G(x1) & G(x2)))
gemini-1.5-pro,zero_shot_self_refine,The first traffic light is infinitely often green,“Green” x1,G(F(x1)),"Initial: ```python
formulaToFind = Always(Eventually(AtomicProposition(""x1"")))
```
Refined: ```python
formulaToFind = Always(Eventually(AtomicProposition(""x1"")))
```",G(F(x1))
gemini-1.5-pro,zero_shot_self_refine,Something good will eventually happen,“Something good” : x1,F(x1),"Initial: ```python
formulaToFind = Eventually(AtomicProposition(""x1""))
```
Refined: ```python
formulaToFind = Eventually(AtomicProposition(""x1""))
```",F(x1)
gemini-1.5-pro,zero_shot_self_refine,a red phase must be preceded immediately by a yellow phase,“Red’ : x1; “Yellow” : x2;,G(x1 -> (Y(x2))),"Initial: ```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Yesterday(AtomicProposition(""x2""))))
```
Refined: ```python
formulaToFind = Always(LImplies(AtomicProposition(""x1""), Yesterday(AtomicProposition(""x2""))))
```",G((x1 -> Y(x2)))
gemini-1.5-pro,zero_shot_self_refine,Each process 1 and 2 will eventually enter its critical section,“Process enters critical section” : x1,F(x1),"Initial: ```python
formulaToFind = LAnd(Eventually(AtomicProposition(""x1"")), Eventually(AtomicProposition(""x1"")))
```
Refined: ```python
formulaToFind = LAnd(Eventually(AtomicProposition(""x1"")), Eventually(AtomicProposition(""x1"")))
```",(F(x1) & F(x1))
